"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/measurements_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/measurements.csv?datainfo&rowcount&base_name=Bivalvia,%20Gastropoda,%20Brachiopoda&interval=Cenozoic"
"Access Time","Fri 2025-12-12 13:55:29 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Bivalvia, Gastropoda, Brachiopoda"
"","interval","Cenozoic"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","1.18"
"Records Found","6076"
"Records Returned","6076"
"Records:"
"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"347886","157542","mea","1","","width","21.6","",""
"347887","157542","mea","1","","height","14.5","",""
"347888","157543","mea","1","","length","22.5","",""
"347889","157543","mea","1","","width","17.7","",""
"347890","157543","mea","1","","height","13.7","",""
"347891","157544","mea","1","","length","24.4","",""
"347892","157544","mea","1","","width","20","",""
"347893","157544","mea","1","","height","16.4","",""
"347894","157545","mea","1","","length","28.9","",""
"347895","157545","mea","1","","width","25.2","",""
"347896","157545","mea","1","","height","19.1","",""
"347918","157553","mea","1","","length","24.4","",""
"347919","157553","mea","1","","width","20.4","",""
"347920","157553","mea","1","","height","14.2","",""
"347921","157554","mea","1","","length","23.5","",""
"347922","157554","mea","1","","width","20.4","",""
"347923","157554","mea","1","","height","14.2","",""
"347924","157555","mea","1","","length","32.7","",""
"347925","157555","mea","1","","width","29.1","",""
"347926","157555","mea","1","","height","24.7","",""
"347927","157556","mea","1","","length","26.7","",""
"347928","157556","mea","1","","width","23.6","",""
"347929","157556","mea","1","","height","19.3","",""
"347930","157557","mea","1","","length","21.5","",""
"347931","157557","mea","1","","width","16.1","",""
"347932","157557","mea","1","","height","9.9","",""
"347933","157558","mea","1","","length","26.3","",""
"347934","157558","mea","1","","width","20.5","",""
"347935","157558","mea","1","","height","11.8","",""
"347939","157561","mea","1","","length","16.1","",""
"347940","157561","mea","1","","width","12.8","",""
"347941","157561","mea","1","","height","9.6","",""
"347942","157562","mea","1","","length","22.9","",""
"347943","157562","mea","1","","width","17.9","",""
"347944","157562","mea","1","","height","14.8","",""
"347945","157563","mea","1","","length","26.2","",""
"347946","157563","mea","1","","width","20.5","",""
"347947","157563","mea","1","","height","15.4","",""
"347948","157564","mea","1","","length","25.5","",""
"347949","157564","mea","1","","width","22.1","",""
"347950","157564","mea","1","","height","14.7","",""
"347951","157565","mea","1","","length","32.3","",""
"347952","157565","mea","1","","width","27.2","",""
"347953","157565","mea","1","","height","20.3","",""
"347954","157566","mea","1","","length","12.9","",""
"347955","157566","mea","1","","width","11.7","",""
"347956","157566","mea","1","","height","7.6","",""
"347957","157567","mea","1","","length","13.2","",""
"347958","157567","mea","1","","width","11.9","",""
"347959","157567","mea","1","","height","7.4","",""
"347960","157568","mea","1","","length","14.7","",""
"347961","157568","mea","1","","width","12","",""
"347962","157568","mea","1","","height","8.1","",""
"347963","157569","mea","1","","length","16.2","",""
"347964","157569","mea","1","","width","14.2","",""
"347965","157569","mea","1","","height","9.5","",""
"347966","157570","mea","1","","length","19.2","",""
"347967","157570","mea","1","","width","16.1","",""
"347968","157570","mea","1","","height","9.9","",""
"347969","157571","mea","1","","length","17.8","",""
"347970","157571","mea","1","","width","15.7","",""
"347971","157572","mea","1","","length","24","",""
"347972","157572","mea","1","","width","20","",""
"347973","157572","mea","1","","height","12.4","",""
"347974","157573","mea","1","","length","23.2","",""
"347975","157573","mea","1","","width","18.5","",""
"347976","157573","mea","1","","height","12.2","",""
"347977","157574","mea","1","","length","22.8","",""
"347978","157574","mea","1","","width","19.4","",""
"347979","157574","mea","1","","height","11.6","",""
"347980","157575","mea","1","","length","14.9","",""
"347981","157575","mea","1","","width","16.9","",""
"347982","157575","mea","1","","height","9.1","",""
"347983","157576","mea","1","","length","14.9","",""
"347984","157576","mea","1","","width","17.8","",""
"347985","157576","mea","1","","height","9.6","",""
"348220","157713","mea","1","","length","22.7","",""
"348221","157713","mea","1","","width","17.6","",""
"348222","157713","mea","1","","height","12.9","",""
"348223","157714","mea","1","","length","19","",""
"348224","157714","mea","1","","width","16","",""
"348225","157714","mea","1","","height","10.2","",""
"348226","157715","mea","1","","length","24.7","",""
"348227","157715","mea","1","","width","17.8","",""
"348228","157715","mea","1","","height","12.2","",""
"348229","157716","mea","1","","length","30.8","",""
"348230","157716","mea","1","","width","26.1","",""
"348231","157716","mea","1","","height","16","",""
"348232","157717","mea","1","","length","26.3","",""
"348233","157717","mea","1","","width","20","",""
"348234","157717","mea","1","","height","15.8","",""
"348235","157718","mea","1","","length","33.6","",""
"348236","157718","mea","1","","width","29.8","",""
"348237","157718","mea","1","","height","17.7","",""
"348238","157719","mea","1","","length","29.7","",""
"348239","157719","mea","1","","width","26.8","",""
"348240","157719","mea","1","","height","16.4","",""
"348241","157720","mea","1","","length","27.8","",""
"348242","157720","mea","1","","width","23.8","",""
"348243","157720","mea","1","","height","15.4","",""
"348244","157721","mea","1","","length","28.4","",""
"348245","157721","mea","1","","width","25.2","",""
"348246","157721","mea","1","","height","14.8","",""
"348247","157722","mea","1","","length","30.7","",""
"348248","157722","mea","1","","width","25.7","",""
"348249","157722","mea","1","","height","16","",""
"348250","157723","mea","1","","length","29","",""
"348251","157723","mea","1","","width","22","",""
"348252","157723","mea","1","","height","14.7","",""
"348253","157724","mea","1","","length","17.1","",""
"348254","157724","mea","1","","width","15.5","",""
"348255","157724","mea","1","","height","7.8","",""
"349612","158612","mea","1","","length","9.7","",""
"349613","158612","mea","1","","width","8.7","",""
"349614","158612","mea","1","","height","6.1","",""
"349615","158613","mea","1","","length","8.6","",""
"349616","158613","mea","1","","width","7.7","",""
"349617","158613","mea","1","","height","5.3","",""
"349618","158614","mea","1","","length","8.9","",""
"349619","158614","mea","1","","width","7.9","",""
"349620","158614","mea","1","","height","5.4","",""
"349621","158615","mea","1","","length","8.7","",""
"349622","158615","mea","1","","width","7.9","",""
"349623","158615","mea","1","","height","5.1","",""
"349624","158616","mea","1","","length","8.2","",""
"349625","158616","mea","1","","width","7.3","",""
"349626","158616","mea","1","","height","5.2","",""
"349627","158617","mea","1","","length","14.1","",""
"349628","158617","mea","1","","width","11","",""
"349629","158617","mea","1","","height","7.35","",""
"349630","158618","mea","1","","length","15.5","",""
"349631","158618","mea","1","","width","14.5","",""
"349632","158618","mea","1","","height","8.9","",""
"349634","158619","mea","1","","length","12.9","",""
"349635","158619","mea","1","","width","14.2","",""
"349636","158619","mea","1","","height","6.5","",""
"349637","158620","mea","1","","length","13.8","",""
"349638","158620","mea","1","","width","17.5","",""
"349641","158621","mea","1","","length","14.1","",""
"349642","158621","mea","1","","width","15","",""
"349643","158621","mea","1","","height","10","",""
"349644","158622","mea","1","","length","21.9","",""
"349645","158622","mea","1","","width","22.9","",""
"349646","158622","mea","1","","height","11","",""
"349647","158623","mea","1","","length","17.6","",""
"349648","158623","mea","1","","width","21.7","",""
"349649","158623","mea","1","","height","9.6","",""
"349650","158624","mea","1","","length","17","",""
"349651","158624","mea","1","","width","19","",""
"349652","158624","mea","1","","height","12","",""
"349653","158625","mea","1","","length","17","",""
"349654","158625","mea","1","","width","18","",""
"349655","158625","mea","1","","height","10.6","",""
"349668","158631","mea","1","","length","19.5","",""
"349669","158631","mea","1","","width","13.1","",""
"349670","158631","mea","1","","height","12.1","",""
"349671","158632","mea","1","","length","21.6","",""
"349672","158632","mea","1","","width","15.3","",""
"349673","158632","mea","1","","height","13.5","",""
"349674","158633","mea","1","","length","19.3","",""
"349675","158633","mea","1","","width","12.7","",""
"349676","158633","mea","1","","height","11.4","",""
"349677","158634","mea","1","","length","19.3","",""
"349678","158634","mea","1","","width","16.5","",""
"349679","158634","mea","1","","height","11.5","",""
"349682","158636","mea","1","","length","20","",""
"349683","158636","mea","1","","width","18","",""
"349684","158636","mea","1","","height","10","",""
"349685","158637","mea","1","","length","9.9","",""
"349686","158637","mea","1","","width","10","",""
"349687","158637","mea","1","","height","6.2","",""
"349688","158638","mea","1","","length","10.7","",""
"349689","158638","mea","1","","width","10.6","",""
"349690","158638","mea","1","","height","6.3","",""
"349691","158639","mea","1","","length","18.9","",""
"349692","158639","mea","1","","width","20.5","",""
"349693","158639","mea","1","","height","13.7","",""
"349694","158640","mea","1","","length","12.6","",""
"349695","158640","mea","1","","width","12.6","",""
"349696","158640","mea","1","","height","9.4","",""
"349697","158641","mea","1","","length","12.5","",""
"349698","158641","mea","1","","width","12.8","",""
"349699","158641","mea","1","","height","12","",""
"349700","158642","mea","1","","length","11","",""
"349701","158642","mea","1","","width","11","",""
"349702","158642","mea","1","","height","4.2","",""
"349703","158643","mea","1","","length","10","",""
"349704","158643","mea","1","","width","10","",""
"349705","158643","mea","1","","height","6","",""
"349706","158644","mea","1","","length","13.8","",""
"349707","158644","mea","1","","width","16.9","",""
"349708","158644","mea","1","","height","9.3","",""
"360943","164736","mea","1","","length","2.1","",""
"360944","164736","mea","1","","width","1.7","",""
"360945","164737","mea","1","","length","3.6","",""
"360946","164737","mea","1","","width","3","",""
"360947","164738","mea","1","","length","3","",""
"360948","164738","mea","1","","width","2.3","",""
"360949","164739","mea","1","","length","2.1","",""
"360950","164739","mea","1","","width","1.7","",""
"360951","164740","mea","1","","length","4.1","",""
"360952","164740","mea","1","","width","3.3","",""
"360953","164741","mea","1","","length","5","",""
"360954","164741","mea","1","","width","4","",""
"360955","164742","mea","1","","length","3.2","",""
"360956","164742","mea","1","","width","3","",""
"360957","164743","mea","1","","length","3.1","",""
"360958","164743","mea","1","","width","2.2","",""
"360959","164744","mea","1","","length","2.8","",""
"360960","164744","mea","1","","width","2.2","",""
"360961","164745","mea","1","","length","4.6","",""
"360962","164745","mea","1","","width","3.6","",""
"360963","164746","mea","1","","length","4.9","",""
"360964","164746","mea","1","","width","4.2","",""
"360993","164761","mea","1","","length","2.2","",""
"360994","164761","mea","1","","width","2","",""
"360995","164761","mea","1","","height","1.6","",""
"360996","164762","mea","1","","length","2.2","",""
"360997","164762","mea","1","","width","2.1","",""
"360998","164762","mea","1","","height","1.4","",""
"360999","164763","mea","1","","length","1.6","",""
"361000","164763","mea","1","","width","1.6","",""
"361001","164763","mea","1","","height","0.6","",""
"361003","164765","mea","1","","length","20","",""
"361004","164765","mea","1","","width","22.8","",""
